Date,Close,Open,High,Low,Volume,Change
2016-03-30,206.02,206.3,206.87,205.59,86370000.0,0.0044
2016-03-31,205.52,205.91,206.41,205.33,94580000.0,-0.0024
2016-04-01,206.92,204.35,207.14,203.98,114420000.0,0.0068000000000000005
2016-04-04,206.25,206.83,207.07,205.89,63500000.0,-0.0032
2016-04-05,204.19,204.67,206.26,203.89,99660000.0,-0.01
2016-04-06,206.42,204.29,206.49,203.98,91840000.0,0.0109
2016-04-07,203.95,205.14,205.56,203.09,113860000.0,-0.012
2016-04-08,204.5,205.34,205.85,203.87,95040000.0,0.0027
2016-04-11,204.02,205.25,206.07,203.91,83760000.0,-0.0023
2016-04-12,205.92,204.22,206.25,203.7,115350000.0,0.009300000000000001
2016-04-13,208.0,207.0,208.1,206.84,96340000.0,0.0101
2016-04-14,208.01,208.07,208.6,207.6,65209999.99999999,0.0
2016-04-15,207.78,208.01,208.17,207.4,75760000.0,-0.0011
2016-04-18,209.24,207.14,209.28,207.0,82530000.0,0.006999999999999999
2016-04-19,209.9,209.74,210.2,208.94,88320000.0,0.0032
2016-04-20,210.1,209.95,210.92,209.39,81100000.0,0.001
2016-04-21,208.97,210.12,210.25,208.65,85700000.0,-0.0054
2016-04-22,208.97,208.55,209.29,207.91,99250000.0,0.0
2016-04-25,208.61,208.26,208.66,207.54,66170000.0,-0.0017000000000000001
2016-04-26,208.92,209.04,209.52,208.36,75860000.0,0.0015
2016-04-27,209.35,208.47,209.81,208.05,77330000.0,0.0021
2016-04-28,207.45,208.46,209.76,206.96,97220000.0,-0.0091
2016-04-29,206.33,206.72,207.13,205.03,142420000.0,-0.0054
2016-05-02,207.97,206.92,208.18,206.41,62190000.0,0.0079
2016-05-03,206.16,206.52,206.8,205.28,106420000.0,-0.0087
2016-05-04,205.01,204.99,205.85,204.42,92240000.0,-0.005600000000000001
2016-05-05,204.97,205.56,205.98,204.47,67620000.0,-0.0002
2016-05-06,205.72,204.06,205.77,203.88,89320000.0,0.0037
2016-05-09,205.89,205.57,206.4,205.36,74370000.0,0.0008
2016-05-10,208.45,206.72,208.5,206.64,77470000.0,0.0124
2016-05-11,206.5,207.91,208.54,206.5,81730000.0,-0.009399999999999999
2016-05-12,206.56,207.29,207.49,205.37,89590000.0,0.0003
2016-05-13,204.76,206.21,206.86,204.38,96470000.0,-0.0087
2016-05-16,206.78,204.96,207.34,204.89,77490000.0,0.009899999999999999
2016-05-17,204.85,206.46,206.8,204.23,114920000.0,-0.009300000000000001
2016-05-18,204.91,204.44,206.3,203.63,123490000.0,0.0003
2016-05-19,204.2,204.06,204.54,202.78,115430000.0,-0.0034999999999999996
2016-05-20,205.49,204.92,206.1,204.86,104990000.0,0.0063
2016-05-23,205.21,205.51,205.84,204.99,58680000.0,-0.0014000000000000002
2016-05-24,207.87,206.17,208.24,206.14,93540000.0,0.013000000000000001
2016-05-25,209.28,208.67,209.77,207.87,79220000.0,0.0068000000000000005
2016-05-26,209.34,209.44,209.71,208.97,55280000.0,0.0003
2016-05-27,210.24,209.53,210.25,209.47,64209999.99999999,0.0043
2016-05-31,209.84,210.56,210.69,209.18,109880000.0,-0.0019
2016-06-01,210.27,209.12,210.48,208.89,69940000.0,0.002
2016-06-02,210.91,209.8,210.93,209.24,63040000.0,0.003
2016-06-03,210.28,210.25,210.69,208.86,101760000.0,-0.003
2016-06-06,211.35,210.7,211.77,210.51,64890000.0,0.0051
2016-06-07,211.68,211.53,212.34,211.5,60970000.0,0.0016
2016-06-08,212.37,211.84,212.52,211.69,66170000.0,0.0033
2016-06-09,212.08,211.51,212.22,211.19,73790000.0,-0.0014000000000000002
2016-06-10,210.07,210.46,210.86,209.43,113830000.0,-0.0095
2016-06-13,208.45,209.36,210.37,208.35,117750000.0,-0.0077
2016-06-14,208.04,208.0,208.74,206.92,125060000.0,-0.002
2016-06-15,207.75,208.54,209.36,207.53,109120000.0,-0.0014000000000000002
2016-06-16,208.37,206.73,208.57,205.59,149530000.0,0.003
2016-06-17,206.52,207.17,207.2,205.75,117060000.0,-0.0089
2016-06-20,207.85,208.82,209.61,207.75,82790000.0,0.0064
2016-06-21,208.44,208.3,208.92,207.78,72460000.0,0.0028000000000000004
2016-06-22,208.1,208.65,209.5,207.93,95560000.0,-0.0016
2016-06-23,210.81,209.81,210.87,209.27,102730000.0,0.013000000000000001
2016-06-24,203.13,203.63,210.85,202.72,333440000.0,-0.0364
2016-06-27,199.6,201.59,201.6,198.65,248990000.0,-0.0174
2016-06-28,203.2,201.48,203.23,201.12,159380000.0,0.018000000000000002
2016-06-29,206.66,204.84,206.93,204.72,137330000.0,0.017
2016-06-30,209.47,207.21,209.54,206.56,165020000.0,0.013600000000000001
2016-07-01,209.92,209.36,210.49,209.29,106060000.0,0.0021
2016-07-05,208.41,208.95,209.08,207.71,109800000.0,-0.0072
2016-07-06,209.66,207.83,209.8,207.06,96020000.0,0.006
2016-07-07,209.53,209.87,210.65,208.63,85590000.0,-0.0006
2016-07-08,212.65,211.05,212.94,210.78,133970000.0,0.0149
2016-07-11,213.4,213.19,214.07,212.95,73630000.0,0.0034999999999999996
2016-07-12,214.95,214.53,215.3,213.43,101280000.0,0.0073
2016-07-13,214.92,215.44,215.45,214.35,87320000.0,-0.0001
2016-07-14,216.12,216.4,216.67,215.66,91230000.0,0.005600000000000001
2016-07-15,215.83,216.78,217.01,215.31,107160000.0,-0.0013
2016-07-18,216.41,215.97,216.6,215.67,58730000.0,0.0027
2016-07-19,216.19,215.92,216.23,215.63,54350000.0,-0.001
