"Date","Price","Open","High","Low","Vol.","Change %"
"07.11.2018","116,03","116,26","116,34","115,90","8,39M","-0,01%"
"06.11.2018","116,04","116,44","116,53","115,74","7,27M","-0,28%"
"05.11.2018","116,37","116,28","116,67","116,23","6,29M","-0,24%"
"02.11.2018","116,65","116,61","116,98","116,39","8,80M","0,02%"
"01.11.2018","116,63","116,33","117,07","116,18","13,66M","1,29%"
"31.10.2018","115,15","114,89","115,17","114,66","11,41M","-0,56%"
"30.10.2018","115,80","115,85","116,04","115,64","7,23M","-0,44%"
"29.10.2018","116,31","116,41","116,54","115,84","8,73M","-0,39%"
"26.10.2018","116,77","116,83","117,65","116,46","15,73M","0,32%"
"25.10.2018","116,40","116,58","116,73","116,19","8,30M","-0,22%"
"24.10.2018","116,66","116,38","116,72","116,11","8,56M","0,23%"
"23.10.2018","116,39","117,16","117,25","116,33","12,70M","0,59%"
"22.10.2018","115,71","115,57","115,78","115,43","5,20M","-0,26%"
"19.10.2018","116,01","116,23","116,24","115,96","7,45M","0,08%"
"18.10.2018","115,92","115,83","116,41","115,63","7,96M","0,11%"
"17.10.2018","115,79","115,89","116,33","115,68","7,08M","-0,01%"
"16.10.2018","115,80","116,49","116,60","115,80","9,53M","-0,17%"
"15.10.2018","116,00","116,12","116,53","115,89","11,83M","0,67%"
"12.10.2018","115,23","115,58","115,71","115,08","12,94M","-0,48%"
"11.10.2018","115,78","114,20","116,04","114,09","26,81M","2,57%"
"10.10.2018","112,88","112,47","112,96","112,25","10,57M","0,25%"
"09.10.2018","112,60","112,37","112,67","111,97","8,35M","0,05%"
"08.10.2018","112,54","112,25","112,59","111,90","12,11M","-1,11%"
"05.10.2018","113,80","113,81","114,10","113,57","7,99M","0,28%"
"04.10.2018","113,48","113,83","114,19","113,25","6,62M","0,05%"
"03.10.2018","113,42","113,87","114,05","113,26","6,67M","-0,40%"
"02.10.2018","113,87","113,70","114,33","113,61","10,78M","1,15%"
"01.10.2018","112,57","112,40","112,62","112,15","3,89M","-0,17%"
"28.09.2018","112,76","112,16","113,00","112,07","6,02M","0,63%"
"27.09.2018","112,05","112,10","112,42","111,85","7,68M","-0,88%"
"26.09.2018","113,05","113,11","113,60","112,66","8,30M","-0,53%"
"25.09.2018","113,65","113,75","113,89","113,57","3,00M","0,16%"
"24.09.2018","113,47","113,68","113,96","113,43","4,44M","-0,02%"
"21.09.2018","113,49","112,87","113,68","112,79","6,83M","-0,68%"
"20.09.2018","114,27","114,21","114,37","113,86","4,38M","0,34%"
"19.09.2018","113,88","113,94","114,15","113,68","4,22M","0,39%"
"18.09.2018","113,44","113,79","113,91","113,28","4,74M","-0,15%"
"17.09.2018","113,61","113,60","114,03","113,55","4,73M","0,52%"
"14.09.2018","113,02","113,79","113,90","112,91","5,38M","-0,65%"
"13.09.2018","113,76","114,72","114,78","113,58","5,64M","-0,36%"
"12.09.2018","114,17","113,12","114,39","113,06","6,32M","0,84%"
"11.09.2018","113,22","112,65","113,37","112,42","3,79M","0,06%"
"10.09.2018","113,15","113,26","113,43","113,00","2,32M","-0,07%"
"07.09.2018","113,23","113,26","113,60","112,97","3,71M","-0,27%"
"06.09.2018","113,54","113,89","114,26","113,28","4,78M","0,19%"
"05.09.2018","113,32","113,36","113,44","113,12","4,46M","0,35%"
"04.09.2018","112,93","112,75","113,07","112,61","6,62M","-0,51%"
"31.08.2018","113,51","113,72","114,06","113,44","5,05M","-0,11%"
"30.08.2018","113,64","113,92","113,93","113,24","5,43M","-0,49%"
"29.08.2018","114,20","114,16","114,21","113,85","5,62M","0,46%"
"28.08.2018","113,68","114,76","114,87","113,55","6,10M","-0,79%"
"27.08.2018","114,59","114,12","114,78","114,12","4,36M","0,38%"
"24.08.2018","114,16","113,25","114,42","113,21","9,21M","1,75%"
"23.08.2018","112,20","112,68","112,88","112,06","5,50M","-0,94%"
"22.08.2018","113,27","113,39","113,49","113,07","6,22M","0,22%"
"21.08.2018","113,02","112,77","113,10","112,44","5,04M","0,29%"
"20.08.2018","112,69","112,38","112,74","112,16","5,31M","0,50%"
"17.08.2018","112,13","111,69","112,15","111,38","8,47M","0,93%"
"16.08.2018","111,10","111,46","111,88","111,10","7,48M","-0,08%"
"15.08.2018","111,19","112,17","112,18","111,06","12,40M","-1,66%"
"14.08.2018","113,07","113,25","113,48","112,84","7,09M","0,10%"
"13.08.2018","112,96","113,81","113,81","112,83","9,15M","-1,51%"
"10.08.2018","114,69","114,81","115,23","114,61","6,76M","-0,04%"
"09.08.2018","114,74","115,02","115,12","114,69","4,25M","-0,15%"
"08.08.2018","114,91","114,75","114,95","114,41","3,81M","0,28%"
"07.08.2018","114,59","114,85","114,94","114,42","5,19M","0,23%"
"06.08.2018","114,33","114,56","114,72","114,31","5,81M","-0,51%"
"03.08.2018","114,92","115,09","115,53","114,86","5,95M","0,35%"
"02.08.2018","114,52","115,17","115,23","114,42","6,20M","-0,54%"
"01.08.2018","115,14","115,63","115,70","115,12","7,94M","-0,73%"
"31.07.2018","115,99","115,47","116,35","115,39","5,51M","0,29%"
"30.07.2018","115,65","115,80","116,02","115,64","4,16M","-0,16%"
"27.07.2018","115,83","115,92","116,24","115,77","5,24M","0,05%"
"26.07.2018","115,77","116,24","116,51","115,77","6,38M","-0,78%"
"25.07.2018","116,68","116,79","116,84","116,27","5,48M","0,55%"
"24.07.2018","116,04","116,22","116,43","115,91","4,80M","0,03%"
"23.07.2018","116,00","116,25","116,31","115,76","6,25M","-0,48%"
"20.07.2018","116,56","116,40","116,71","116,24","7,89M","0,65%"
"19.07.2018","115,81","115,13","116,47","115,12","14,23M","-0,43%"
"18.07.2018","116,31","116,03","116,35","115,83","5,39M","0,03%"
"17.07.2018","116,28","116,72","116,92","116,12","7,94M","-1,08%"
"16.07.2018","117,55","117,51","117,62","117,28","3,67M","-0,05%"
"13.07.2018","117,61","117,62","117,75","117,45","5,44M","-0,44%"
"12.07.2018","118,13","118,00","118,26","117,94","4,59M","0,42%"
"11.07.2018","117,64","118,45","118,53","117,62","6,97M","-1,08%"
"10.07.2018","118,93","118,89","119,00","118,61","3,75M","-0,18%"
"09.07.2018","119,15","119,65","119,73","119,14","4,08M","0,24%"
"06.07.2018","118,86","118,97","119,03","118,73","2,95M","-0,16%"
"05.07.2018","119,05","118,92","119,33","118,77","4,95M","0,34%"
"03.07.2018","118,65","118,41","119,08","118,38","8,90M","1,01%"
"02.07.2018","117,46","118,18","118,21","117,40","12,02M","-1,00%"
"29.06.2018","118,65","118,43","118,94","118,26","8,00M","0,36%"
"28.06.2018","118,22","118,59","118,67","118,01","7,76M","-0,30%"
"27.06.2018","118,58","118,96","119,05","118,48","6,48M","-0,57%"
"26.06.2018","119,26","119,28","119,59","119,09","8,68M","-0,53%"
"25.06.2018","119,89","120,00","120,23","119,83","9,30M","-0,37%"
"22.06.2018","120,34","120,21","120,40","120,10","4,52M","0,24%"
"21.06.2018","120,05","119,92","120,32","119,82","5,68M","-0,17%"
"20.06.2018","120,26","120,79","120,81","120,16","4,55M","-0,45%"
"19.06.2018","120,80","120,81","121,03","120,58","4,93M","-0,26%"
"18.06.2018","121,11","121,35","121,44","120,99","3,85M","-0,19%"
"15.06.2018","121,34","122,18","122,20","120,83","14,54M","-1,65%"
"14.06.2018","123,38","123,63","123,86","123,32","8,02M","0,15%"
"13.06.2018","123,19","122,84","123,34","122,47","5,87M","0,30%"
"12.06.2018","122,82","122,95","123,18","122,64","7,28M","-0,33%"
"11.06.2018","123,23","123,10","123,42","123,02","3,20M","0,18%"
"08.06.2018","123,01","123,08","123,12","122,91","3,87M","0,12%"
"07.06.2018","122,86","122,96","123,14","122,69","3,70M","-0,05%"
"06.06.2018","122,92","123,08","123,35","122,63","4,08M","0,06%"
"05.06.2018","122,85","122,55","123,23","122,28","6,86M","0,39%"
"04.06.2018","122,37","122,85","122,93","122,37","4,35M","-0,10%"
"01.06.2018","122,49","122,58","123,09","122,44","8,06M","-0,50%"
"31.05.2018","123,10","123,26","123,78","123,10","7,86M","-0,22%"
"30.05.2018","123,37","123,17","123,61","123,17","4,57M","0,15%"
"29.05.2018","123,19","122,84","123,64","122,66","9,01M","-0,02%"
"25.05.2018","123,21","123,66","123,70","123,21","7,92M","-0,31%"
"24.05.2018","123,59","123,10","123,82","123,08","8,85M","0,86%"
"23.05.2018","122,54","122,14","122,74","122,11","7,01M","0,11%"
"22.05.2018","122,41","122,70","122,74","122,34","4,58M","-0,06%"
"21.05.2018","122,48","122,16","122,53","121,97","4,13M","0,06%"
"18.05.2018","122,41","122,05","122,65","122,01","6,84M","0,04%"
"17.05.2018","122,36","122,23","122,43","122,04","7,78M","0,06%"
"16.05.2018","122,29","122,38","122,61","122,03","4,94M","-0,16%"
"15.05.2018","122,48","122,82","122,82","122,13","10,91M","-1,61%"
"14.05.2018","124,49","125,16","125,21","124,44","3,75M","-0,41%"
"11.05.2018","125,00","125,57","125,59","124,94","4,30M","-0,14%"
"10.05.2018","125,18","125,22","125,37","124,75","5,22M","0,68%"
"09.05.2018","124,33","124,45","124,87","124,24","4,41M","-0,21%"
"08.05.2018","124,59","124,14","124,95","123,79","5,55M","0,02%"
"07.05.2018","124,57","124,50","124,70","124,30","3,40M","0,02%"
"04.05.2018","124,54","124,10","124,65","124,00","5,88M","0,21%"
"03.05.2018","124,28","124,66","124,76","124,24","4,86M","0,51%"
"02.05.2018","123,65","123,90","124,54","123,58","7,61M","-0,05%"
"01.05.2018","123,71","123,90","123,98","123,39","7,55M","-0,71%"
"30.04.2018","124,59","124,41","125,20","124,19","9,83M","-0,73%"
"27.04.2018","125,50","125,20","125,62","125,17","5,65M","0,42%"
"26.04.2018","124,97","125,54","125,57","124,69","7,52M","-0,35%"
"25.04.2018","125,41","125,23","125,51","125,06","5,99M","-0,65%"
"24.04.2018","126,23","125,78","126,34","125,67","4,73M","0,49%"
"23.04.2018","125,62","125,62","125,76","125,34","6,92M","-0,80%"
"20.04.2018","126,63","126,69","126,97","126,55","10,40M","-0,76%"
"19.04.2018","127,60","127,81","127,88","127,13","8,74M","-0,20%"
"18.04.2018","127,85","128,32","128,54","127,75","6,76M","0,08%"
"17.04.2018","127,75","127,02","127,78","127,00","4,18M","0,09%"
"16.04.2018","127,63","127,74","128,05","127,57","4,60M","0,14%"
"13.04.2018","127,45","127,07","127,75","127,03","6,82M","0,66%"
"12.04.2018","126,62","127,25","127,34","126,47","8,14M","-1,16%"
"11.04.2018","128,11","128,09","129,47","127,78","12,35M","0,78%"
"10.04.2018","127,12","127,02","127,31","126,67","5,40M","0,24%"
"09.04.2018","126,82","126,45","126,86","126,23","4,19M","0,34%"
"06.04.2018","126,39","126,57","126,60","126,12","6,12M","0,47%"
"05.04.2018","125,80","125,45","126,08","125,42","5,33M","-0,51%"
"04.04.2018","126,45","127,50","127,53","126,32","7,49M","0,12%"
"03.04.2018","126,30","126,54","126,59","126,01","6,08M","-0,75%"
"02.04.2018","127,26","126,65","127,54","126,38","11,42M","1,17%"
"29.03.2018","125,79","125,42","125,81","125,31","7,12M","0,05%"
"28.03.2018","125,73","126,48","126,61","125,51","10,25M","-1,38%"
"27.03.2018","127,49","127,23","127,62","127,05","6,18M","-0,62%"
"26.03.2018","128,28","128,05","128,58","128,01","6,17M","0,53%"
"23.03.2018","127,61","127,82","128,06","127,41","12,03M","1,29%"
"22.03.2018","125,98","126,09","126,34","125,64","5,30M","-0,40%"
"21.03.2018","126,48","125,40","126,76","125,03","12,53M","1,75%"
"20.03.2018","124,31","124,41","124,55","123,96","3,40M","-0,45%"
"19.03.2018","124,87","124,57","125,16","124,42","4,34M","0,22%"
"16.03.2018","124,60","124,84","124,87","124,21","7,40M","-0,24%"
"15.03.2018","124,90","125,12","125,21","124,72","6,13M","-0,64%"
"14.03.2018","125,70","125,49","125,76","125,34","3,78M","-0,06%"
"13.03.2018","125,78","125,67","125,99","125,05","4,80M","0,19%"
"12.03.2018","125,54","125,04","125,57","124,84","2,88M","0,00%"
"09.03.2018","125,54","124,94","125,69","124,78","5,07M","0,10%"
"08.03.2018","125,42","125,69","125,70","125,12","3,47M","-0,24%"
"07.03.2018","125,72","126,22","126,29","125,42","5,16M","-0,64%"
"06.03.2018","126,53","126,20","126,96","126,13","8,68M","1,08%"
"05.03.2018","125,18","125,35","125,48","124,96","5,78M","-0,17%"
"02.03.2018","125,39","125,67","125,69","124,97","9,99M","0,54%"
"01.03.2018","124,72","124,15","125,31","123,58","12,91M","-0,22%"
"28.02.2018","125,00","125,09","125,46","124,81","4,53M","-0,10%"
"27.02.2018","125,13","126,06","126,15","124,59","7,08M","-1,04%"
"26.02.2018","126,45","126,45","126,62","126,18","3,19M","0,25%"
"23.02.2018","126,14","126,06","126,30","125,85","4,24M","-0,13%"
"22.02.2018","126,30","125,92","126,37","125,88","5,35M","0,51%"
"21.02.2018","125,66","126,36","126,76","125,44","7,91M","-0,46%"
"20.02.2018","126,24","127,28","127,40","126,04","11,15M","-1,34%"
"16.02.2018","127,96","128,30","128,70","127,57","7,96M","-0,33%"
"15.02.2018","128,38","128,43","128,57","127,94","7,28M","0,12%"
"14.02.2018","128,23","126,47","128,59","126,29","16,42M","1,71%"
"13.02.2018","126,08","125,67","126,18","125,52","5,32M","0,57%"
"12.02.2018","125,37","125,19","125,82","125,11","6,98M","0,48%"
"09.02.2018","124,77","124,65","125,14","124,39","14,14M","-0,17%"
"08.02.2018","124,98","124,92","125,44","124,51","7,34M","0,15%"
"07.02.2018","124,79","125,48","125,77","124,41","8,56M","-0,47%"
"06.02.2018","125,38","126,54","126,55","125,22","17,67M","-1,05%"
"05.02.2018","126,71","126,82","127,31","126,44","13,60M","0,25%"
"02.02.2018","126,39","126,81","126,85","125,95","16,79M","-1,31%"
"01.02.2018","128,07","127,18","128,15","127,08","10,85M","0,33%"
"31.01.2018","127,65","127,45","127,85","126,40","13,42M","0,67%"
"30.01.2018","126,80","127,91","127,92","126,74","9,74M","-0,43%"
"29.01.2018","127,35","127,58","127,63","126,92","6,96M","-0,56%"
"26.01.2018","128,07","128,24","128,52","127,97","7,83M","0,08%"
"25.01.2018","127,97","128,69","129,51","127,36","15,22M","-0,67%"
"24.01.2018","128,83","128,39","129,26","128,23","11,83M","1,22%"
"23.01.2018","127,28","126,53","127,35","126,34","6,19M","0,50%"
"22.01.2018","126,65","126,51","126,75","126,28","4,89M","0,18%"
"19.01.2018","126,42","126,57","126,73","126,41","8,77M","0,44%"
"18.01.2018","125,86","126,13","126,52","125,80","6,29M","-0,22%"
"17.01.2018","126,14","126,77","127,22","125,90","10,13M","-0,81%"
"16.01.2018","127,17","126,60","127,18","126,40","8,08M","0,17%"
"12.01.2018","126,96","126,01","127,13","125,81","9,26M","1,21%"
"11.01.2018","125,44","125,37","125,66","125,25","5,99M","0,33%"
"10.01.2018","125,03","125,17","125,31","124,72","14,81M","0,24%"
"09.01.2018","124,73","124,49","124,86","124,23","9,15M","-0,46%"
"08.01.2018","125,31","125,20","125,32","124,90","3,57M","-0,02%"
"05.01.2018","125,33","124,93","125,48","124,83","5,74M","-0,10%"
"04.01.2018","125,46","124,89","125,85","124,74","7,33M","0,51%"
"03.01.2018","124,82","125,05","125,09","124,10","7,90M","-0,26%"
"02.01.2018","125,15","124,66","125,18","124,39","11,76M","1,21%"
"29.12.2017","123,65","123,70","124,08","123,46","7,85M","0,65%"
"28.12.2017","122,85","122,82","122,92","122,56","5,73M","0,51%"
"27.12.2017","122,23","122,00","122,34","121,88","6,23M","0,38%"
"26.12.2017","121,77","121,55","121,87","121,51","8,22M","0,69%"
"22.12.2017","120,94","120,67","121,14","120,57","5,79M","0,52%"
"21.12.2017","120,31","120,07","120,45","120,00","4,82M","0,14%"
"20.12.2017","120,14","119,98","120,36","119,81","5,73M","0,27%"
"19.12.2017","119,82","119,67","119,90","119,53","4,02M","0,08%"
"18.12.2017","119,73","119,63","119,99","119,60","5,45M","0,46%"
"15.12.2017","119,18","119,41","119,50","118,97","7,53M","0,21%"
"14.12.2017","118,93","119,10","119,28","118,70","6,99M","-0,20%"
"13.12.2017","119,17","118,19","119,35","118,01","10,09M","0,86%"
"12.12.2017","118,15","117,73","118,17","117,40","8,02M","0,12%"
"11.12.2017","118,01","118,37","118,54","117,80","4,52M","-0,40%"
"08.12.2017","118,48","118,63","118,92","118,33","5,23M","-0,01%"
"07.12.2017","118,49","119,01","119,24","118,10","12,90M","-1,32%"
"06.12.2017","120,07","120,03","120,44","119,87","6,64M","-0,21%"
"05.12.2017","120,32","120,44","120,50","119,72","10,04M","-0,71%"
"04.12.2017","121,18","121,15","121,20","120,84","6,94M","-0,34%"
"01.12.2017","121,59","120,94","122,43","120,74","13,08M","0,40%"
"30.11.2017","121,10","121,44","121,69","120,64","7,94M","-0,77%"
"29.11.2017","122,04","122,24","122,33","121,74","6,14M","-0,63%"
"28.11.2017","122,81","123,05","123,17","122,53","5,60M","-0,02%"
"27.11.2017","122,83","123,26","123,33","122,67","4,96M","0,42%"
"24.11.2017","122,32","122,36","122,61","122,22","1,78M","-0,25%"
"22.11.2017","122,63","122,26","122,95","122,17","5,21M","0,92%"
"21.11.2017","121,51","121,67","122,00","121,50","4,96M","0,16%"
"20.11.2017","121,31","122,30","122,41","121,04","8,36M","-1,26%"
"17.11.2017","122,86","122,15","123,17","121,95","10,61M","1,20%"
"16.11.2017","121,40","121,45","121,71","121,29","2,80M","-0,01%"
"15.11.2017","121,41","122,13","122,36","121,25","4,98M","-0,12%"
"14.11.2017","121,56","120,90","121,91","120,77","6,19M","0,21%"
"13.11.2017","121,31","121,43","121,55","121,27","6,25M","0,15%"
"10.11.2017","121,13","121,99","122,11","120,94","7,12M","-0,82%"
"09.11.2017","122,13","121,85","122,41","121,73","6,07M","0,41%"
"08.11.2017","121,63","121,95","122,25","121,59","5,57M","0,35%"
"07.11.2017","121,21","121,51","121,56","120,78","4,17M","-0,36%"
"06.11.2017","121,65","120,72","121,85","120,68","6,95M","0,85%"
"03.11.2017","120,62","121,36","121,43","120,18","6,33M","-0,47%"
"02.11.2017","121,19","121,29","121,96","121,05","5,37M","0,07%"
"01.11.2017","121,11","120,98","121,55","120,83","4,65M","0,36%"
"31.10.2017","120,67","120,82","120,84","120,38","3,91M","-0,38%"
"30.10.2017","121,13","120,93","121,47","120,80","5,12M","0,19%"
"27.10.2017","120,90","120,38","120,99","120,21","6,66M","0,47%"
"26.10.2017","120,33","121,16","121,16","120,22","6,44M","-0,84%"
"25.10.2017","121,35","121,31","121,59","120,84","4,28M","0,02%"
"24.10.2017","121,33","121,26","121,71","120,98","5,11M","-0,39%"
"23.10.2017","121,80","120,98","121,90","120,96","5,07M","0,16%"
"20.10.2017","121,61","121,68","121,98","121,39","8,48M","-0,64%"
"19.10.2017","122,39","122,20","122,55","122,11","5,57M","0,59%"
"18.10.2017","121,67","121,71","121,94","121,55","3,67M","-0,38%"
"17.10.2017","122,13","122,03","122,32","121,73","7,04M","-0,68%"
"16.10.2017","122,97","123,82","123,97","122,57","8,20M","-0,69%"
"13.10.2017","123,82","123,66","123,86","123,34","6,82M","0,76%"
"12.10.2017","122,89","122,84","123,03","122,50","3,04M","0,08%"
"11.10.2017","122,79","122,57","122,88","122,03","5,65M","0,32%"
"10.10.2017","122,40","122,62","122,97","122,36","9,32M","0,26%"
"09.10.2017","122,08","121,64","122,11","121,55","5,26M","0,82%"
"06.10.2017","121,09","120,26","121,21","119,78","10,01M","0,47%"
"05.10.2017","120,52","121,15","121,24","120,39","6,21M","-0,54%"
"04.10.2017","121,17","121,21","121,27","120,71","6,48M","0,28%"
"03.10.2017","120,83","120,72","121,10","120,70","3,73M","0,05%"
"02.10.2017","120,77","121,17","121,34","120,74","11,76M","-0,67%"
"29.09.2017","121,58","122,29","122,30","121,55","10,21M","-0,52%"
"28.09.2017","122,21","122,04","122,47","121,83","5,97M","0,19%"
"27.09.2017","121,98","122,04","122,51","121,88","6,90M","-0,94%"
"26.09.2017","123,14","123,57","123,81","122,90","8,67M","-1,12%"
"25.09.2017","124,53","122,78","124,66","122,71","10,26M","1,05%"
"22.09.2017","123,24","123,03","123,39","122,93","6,01M","0,46%"
"21.09.2017","122,68","122,56","123,07","122,49","7,76M","-0,76%"
"20.09.2017","123,62","124,68","125,06","123,15","11,42M","-0,80%"
"19.09.2017","124,62","124,49","124,65","124,03","5,83M","0,21%"
"18.09.2017","124,36","124,71","124,76","123,97","8,86M","-0,93%"
"15.09.2017","125,53","125,99","125,99","125,41","8,38M","-0,50%"
"14.09.2017","126,16","125,66","126,44","125,62","5,33M","0,44%"
"13.09.2017","125,61","126,40","126,45","125,50","8,49M","-0,75%"
"12.09.2017","126,56","126,03","126,59","125,94","8,35M","0,29%"
"11.09.2017","126,19","126,74","126,94","126,05","9,13M","-1,39%"
"08.09.2017","127,97","128,21","128,30","127,59","9,02M","-0,12%"
"07.09.2017","128,13","127,56","128,32","127,39","10,22M","1,04%"
"06.09.2017","126,81","127,34","127,44","126,55","10,06M","-0,51%"
"05.09.2017","127,46","126,65","127,78","126,57","11,81M","1,11%"
"01.09.2017","126,06","126,01","126,17","125,12","11,57M","0,19%"
"31.08.2017","125,82","124,58","125,84","124,55","11,78M","1,17%"
"30.08.2017","124,36","124,33","124,62","124,16","6,33M","-0,05%"
"29.08.2017","124,42","125,81","125,87","124,05","9,86M","-0,22%"
"28.08.2017","124,69","123,33","124,73","123,33","11,58M","1,59%"
"25.08.2017","122,74","122,77","123,02","121,29","12,40M","0,37%"
"24.08.2017","122,29","122,39","122,64","122,13","4,19M","-0,31%"
"23.08.2017","122,67","122,58","122,69","122,31","5,04M","0,38%"
"22.08.2017","122,21","122,56","122,56","121,85","6,49M","-0,45%"
"21.08.2017","122,76","122,54","122,98","122,50","5,55M","0,38%"
"18.08.2017","122,30","123,37","123,54","122,00","13,65M","-0,16%"
"17.08.2017","122,49","122,29","122,61","121,76","8,18M","0,51%"
"16.08.2017","121,87","120,66","122,06","120,66","8,27M","0,74%"
"15.08.2017","120,98","120,60","121,23","120,58","6,73M","-0,77%"
"14.08.2017","121,92","121,98","122,24","121,68","6,04M","-0,71%"
"11.08.2017","122,79","122,24","122,83","122,03","8,02M","0,47%"
"10.08.2017","122,21","122,08","122,44","122,03","9,82M","0,74%"
"09.08.2017","121,31","121,02","121,55","120,76","9,19M","1,21%"
"08.08.2017","119,86","120,02","120,12","118,97","7,23M","0,29%"
"07.08.2017","119,51","119,43","119,79","119,43","3,01M","-0,12%"
"04.08.2017","119,65","119,97","120,04","119,22","8,64M","-0,78%"
"03.08.2017","120,59","120,31","120,83","120,31","4,28M","0,16%"
"02.08.2017","120,40","120,51","121,02","120,34","5,95M","-0,21%"
"01.08.2017","120,65","120,44","121,14","120,44","7,37M","-0,08%"
"31.07.2017","120,75","120,50","120,81","120,45","3,94M","0,05%"
"28.07.2017","120,69","120,15","120,86","120,14","7,39M","0,75%"
"27.07.2017","119,79","120,10","120,14","119,28","6,39M","-0,08%"
"26.07.2017","119,88","118,57","120,15","118,55","8,53M","0,81%"
"25.07.2017","118,92","118,99","119,32","118,79","6,20M","-0,33%"
"24.07.2017","119,31","119,52","119,58","119,18","3,65M","0,04%"
"21.07.2017","119,26","119,00","119,39","118,75","10,14M","0,86%"
"20.07.2017","118,24","117,92","118,62","117,66","5,57M","0,14%"
"19.07.2017","118,08","118,18","118,27","117,84","3,21M","-0,03%"
"18.07.2017","118,11","117,99","118,33","117,88","7,16M","0,70%"
"17.07.2017","117,29","117,42","117,53","117,23","5,17M","0,45%"
"14.07.2017","116,77","117,04","117,25","116,64","5,79M","0,82%"
"13.07.2017","115,82","116,04","116,04","115,67","4,15M","-0,18%"
"12.07.2017","116,03","116,21","116,33","115,87","4,65M","0,35%"
"11.07.2017","115,62","115,26","115,77","114,88","6,64M","0,13%"
"10.07.2017","115,47","115,02","115,57","114,83","4,97M","0,16%"
"07.07.2017","115,28","115,78","115,79","114,80","11,15M","-1,02%"
"06.07.2017","116,47","116,58","116,61","116,24","4,44M","-0,04%"
"05.07.2017","116,52","115,91","116,67","115,87","7,22M","0,37%"
"03.07.2017","116,09","116,54","116,85","115,94","12,15M","-1,64%"
"30.06.2017","118,02","118,08","118,41","117,95","7,27M","-0,25%"
"29.06.2017","118,32","117,97","118,64","117,91","7,71M","-0,49%"
"28.06.2017","118,90","119,06","119,06","118,69","4,22M","0,08%"
"27.06.2017","118,81","118,87","119,05","118,48","5,76M","0,38%"
"26.06.2017","118,36","118,29","118,53","118,17","6,59M","-0,90%"
"23.06.2017","119,43","119,65","119,66","119,31","9,26M","0,43%"
"22.06.2017","118,92","119,13","119,20","118,60","5,81M","0,34%"
"21.06.2017","118,52","118,15","118,66","118,15","4,72M","0,29%"
"20.06.2017","118,18","118,42","118,46","118,07","4,62M","-0,21%"
"19.06.2017","118,43","118,74","118,84","118,33","6,79M","-0,76%"
"16.06.2017","119,34","119,35","119,50","119,24","6,44M","0,02%"
"15.06.2017","119,32","119,22","119,50","119,13","6,80M","-0,42%"
"14.06.2017","119,82","121,51","121,88","119,57","21,12M","-0,55%"
"13.06.2017","120,48","119,95","120,71","119,92","3,79M","0,10%"
"12.06.2017","120,36","120,33","120,69","120,27","4,93M","-0,15%"
"09.06.2017","120,54","120,46","120,91","120,40","7,05M","-0,91%"
"08.06.2017","121,65","122,07","122,08","120,95","8,17M","-0,65%"
"07.06.2017","122,45","122,79","123,16","122,02","9,04M","-0,53%"
"06.06.2017","123,10","123,09","123,31","122,77","10,80M","1,13%"
"05.06.2017","121,73","121,91","121,94","121,58","3,98M","0,10%"
"02.06.2017","121,61","121,31","121,71","121,19","7,27M","0,74%"
"01.06.2017","120,72","120,17","120,74","120,06","8,70M","0,08%"
"31.05.2017","120,62","120,31","121,23","120,26","10,36M","0,40%"
"30.05.2017","120,14","120,24","120,33","119,95","4,51M","-0,33%"
"26.05.2017","120,54","120,49","120,79","120,33","6,79M","0,89%"
"25.05.2017","119,48","119,52","119,69","119,29","4,11M","-0,11%"
"24.05.2017","119,61","119,07","119,74","118,92","7,06M","0,39%"
"23.05.2017","119,14","120,13","120,19","118,98","8,31M","-0,63%"
"22.05.2017","119,90","119,63","120,14","119,58","5,13M","0,42%"
"19.05.2017","119,40","119,39","119,55","118,88","6,79M","0,50%"
"18.05.2017","118,81","119,77","119,84","118,56","10,34M","-0,82%"
"17.05.2017","119,79","119,36","120,02","119,27","13,94M","1,82%"
"16.05.2017","117,65","117,45","117,91","117,40","4,94M","0,44%"
"15.05.2017","117,14","117,52","117,54","116,99","5,02M","0,27%"
"12.05.2017","116,83","117,07","117,16","116,73","5,43M","0,28%"
"11.05.2017","116,50","116,21","116,84","116,19","6,27M","0,40%"
"10.05.2017","116,04","116,42","116,50","115,86","4,29M","-0,01%"
"09.05.2017","116,05","116,18","116,24","115,56","6,80M","-0,60%"
"08.05.2017","116,75","117,03","117,14","116,68","5,44M","-0,22%"
"05.05.2017","117,01","116,86","117,07","116,68","7,13M","0,19%"
"04.05.2017","116,79","116,81","117,28","116,63","12,41M","-1,01%"
"03.05.2017","117,98","119,18","119,34","117,92","10,81M","-1,40%"
"02.05.2017","119,65","119,30","119,65","119,24","4,90M","-0,02%"
"01.05.2017","119,67","120,21","120,75","119,35","9,33M","-0,91%"
"28.04.2017","120,77","120,34","120,77","120,27","9,13M","0,32%"
"27.04.2017","120,39","120,42","120,60","119,97","8,27M","-0,37%"
"26.04.2017","120,84","120,21","120,96","119,87","9,76M","0,49%"
"25.04.2017","120,25","120,53","120,87","120,05","10,34M","-1,01%"
"24.04.2017","121,48","120,77","121,51","120,66","11,05M","-0,68%"
"21.04.2017","122,31","122,14","122,61","121,73","15,61M","0,29%"
"20.04.2017","121,96","121,82","122,17","121,50","11,79M","0,19%"
